"name","folder","styleUrl","geometryType","coordinates"
"Indicaciones de Av Sta Rosa 201, Callao 07001, Per̼ a Cto. de Playas 70, La Perla 07016, Per̼","Indicaciones de Av Sta Rosa 201, Callao 07001, Per̼ a Cto. de Playas 70, La Perla 07016, Per̼","#line-1267FF-5000-nodesc","LineString","-77.11515,-12.05048,0 -77.11518,-12.04997,0 -77.11534,-12.04998,0 -77.11524,-12.05103,0 -77.11515,-12.05198,0 -77.11514,-12.05209,0 -77.11511,-12.05258,0 -77.1151,-12.05262,0 -77.11511,-12.05266,0 -77.11511,-12.05268,0 -77.11512,-12.05271,0 -77.11512,-12.05273,0 -77.11513,-12.05276,0 -77.11517,-12.05288,0 -77.1152,-12.05297,0 -77.11521,-12.05302,0 -77.11521,-12.05306,0 -77.11521,-12.0531,0 -77.11516,-12.05346,0 -77.11529,-12.05346,0 -77.11549,-12.05348,0 -77.11674,-12.05358,0 -77.11691,-12.05359,0 -77.11732,-12.05364,0 -77.11796,-12.05371,0 -77.11798,-12.05338,0 -77.11799,-12.05309,0 -77.11803,-12.05226,0 -77.11824,-12.05023,0 -77.11793,-12.0502,0 -77.11789,-12.05019,0 -77.11771,-12.05018,0 -77.11762,-12.05017,0 -77.11718,-12.05013,0 -77.11716,-12.05013,0 -77.1167,-12.05009,0 -77.11629,-12.05006,0 -77.11594,-12.05003,0 -77.1159,-12.05003,0 -77.11534,-12.04998,0 -77.11518,-12.04997,0 -77.11471,-12.04992,0 -77.11472,-12.04981,0 -77.1148,-12.04875,0 -77.11481,-12.04865,0 -77.11486,-12.04817,0 -77.11492,-12.04755,0 -77.11494,-12.04743,0 -77.1153,-12.04745,0 -77.11575,-12.04749,0 -77.1157,-12.04821,0 -77.11566,-12.04858,0 -77.1157,-12.04873,0 -77.11533,-12.0487,0 -77.11481,-12.04865,0 -77.1148,-12.04875,0 -77.11472,-12.04981,0 -77.11471,-12.04992,0 -77.11395,-12.04985,0 -77.11375,-12.04984,0 -77.1129,-12.04976,0 -77.11245,-12.04972,0 -77.11165,-12.04966,0 -77.10924,-12.04943,0 -77.10925,-12.04932,0 -77.10927,-12.04921,0 -77.1093,-12.04889,0 -77.10948,-12.04696,0 -77.10948,-12.04694,0 -77.10953,-12.04655,0 -77.10954,-12.04646,0 -77.10956,-12.04604,0 -77.10965,-12.04584,0 -77.10968,-12.04554,0 -77.10969,-12.04532,0 -77.10956,-12.04482,0 -77.10953,-12.04473,0 -77.10944,-12.04434,0 -77.1094,-12.04422,0 -77.10928,-12.04376,0 -77.10927,-12.04374,0 -77.10916,-12.04325,0 -77.10915,-12.04322,0 -77.1091,-12.04304,0 -77.10905,-12.04287,0 -77.10902,-12.04278,0 -77.10994,-12.04254,0 -77.11006,-12.04295,0 -77.11007,-12.04302,0 -77.11012,-12.0432,0 -77.11016,-12.04337,0 -77.11019,-12.04352,0 -77.11002,-12.04357,0 -77.10984,-12.04362,0 -77.10974,-12.04365,0 -77.10967,-12.04367,0 -77.10949,-12.04371,0 -77.10931,-12.04376,0 -77.10928,-12.04376,0 -77.1094,-12.04422,0 -77.10944,-12.04434,0 -77.10953,-12.04473,0 -77.10956,-12.04482,0 -77.10969,-12.04532,0 -77.10968,-12.04554,0 -77.10965,-12.04584,0 -77.10956,-12.04604,0 -77.10954,-12.04646,0 -77.10953,-12.04655,0 -77.10948,-12.04694,0 -77.10948,-12.04696,0 -77.1093,-12.04889,0 -77.10927,-12.04921,0 -77.10925,-12.04932,0 -77.10924,-12.04943,0 -77.10923,-12.04955,0 -77.10913,-12.05058,0 -77.10911,-12.05088,0 -77.10909,-12.0514,0 -77.10902,-12.05213,0 -77.10898,-12.05241,0 -77.109,-12.05241,0 -77.10898,-12.05293,0 -77.10905,-12.05294,0 -77.10903,-12.05309,0 -77.10898,-12.05354,0 -77.10894,-12.054,0 -77.10888,-12.05444,0 -77.10888,-12.0545,0 -77.10878,-12.05551,0 -77.10949,-12.05566,0 -77.10984,-12.05574,0 -77.11031,-12.05584,0 -77.11032,-12.05584,0 -77.11049,-12.05588,0 -77.11078,-12.05594,0 -77.11123,-12.05604,0 -77.11164,-12.05613,0 -77.11228,-12.05626,0 -77.11257,-12.05631,0 -77.11343,-12.05646,0 -77.11352,-12.05648,0 -77.11401,-12.05659,0 -77.11418,-12.05663,0 -77.11429,-12.05664,0 -77.11432,-12.05664,0 -77.11436,-12.05664,0 -77.1144,-12.05664,0 -77.11447,-12.05663,0 -77.11449,-12.05662,0 -77.11444,-12.05681,0 -77.11441,-12.05691,0 -77.11471,-12.05698,0 -77.11462,-12.05761,0 -77.11461,-12.05787,0 -77.1146,-12.05829,0 -77.11459,-12.05845,0 -77.11459,-12.05854,0 -77.1146,-12.05864,0 -77.11463,-12.05883,0 -77.11466,-12.05895,0 -77.11468,-12.05906,0 -77.11471,-12.05914,0 -77.11475,-12.05923,0 -77.11478,-12.05931,0 -77.11483,-12.05939,0 -77.11489,-12.05949,0 -77.11499,-12.05964,0 -77.11506,-12.05974,0 -77.1153,-12.06007,0 -77.11567,-12.06052,0 -77.11589,-12.06082,0 -77.11642,-12.06152,0 -77.1168,-12.06204,0 -77.11724,-12.06262,0 -77.11729,-12.06269,0 -77.11748,-12.06295,0 -77.11793,-12.06357,0 -77.11844,-12.06421,0 -77.1186,-12.06442,0 -77.11866,-12.06451,0 -77.11883,-12.06477,0 -77.11885,-12.06481,0 -77.11888,-12.06486,0 -77.11889,-12.0649,0 -77.11889,-12.06494,0 -77.11889,-12.06498,0 -77.11888,-12.06504,0 -77.11887,-12.06513,0 -77.11884,-12.06517,0 -77.11883,-12.0652,0 -77.11881,-12.06523,0 -77.1188,-12.06527,0 -77.11879,-12.0653,0 -77.11878,-12.06534,0 -77.11878,-12.06537,0 -77.11877,-12.06543,0 -77.11877,-12.06546,0 -77.11877,-12.06547,0 -77.11877,-12.06548,0 -77.11878,-12.06548,0 -77.11878,-12.06549,0 -77.11878,-12.06551,0 -77.11879,-12.06556,0 -77.11881,-12.06561,0 -77.11884,-12.06566,0 -77.11885,-12.06567,0 -77.11887,-12.0657,0 -77.11891,-12.06574,0 -77.11896,-12.06578,0 -77.11898,-12.06579,0 -77.11901,-12.06581,0 -77.11907,-12.06583,0 -77.11909,-12.06584,0 -77.1191,-12.06584,0 -77.11911,-12.06584,0 -77.11913,-12.06585,0 -77.11914,-12.06585,0 -77.11926,-12.06591,0 -77.11932,-12.06593,0 -77.11936,-12.06595,0 -77.11941,-12.06598,0 -77.11944,-12.06602,0 -77.11949,-12.0661,0 -77.1197,-12.06645,0 -77.11972,-12.06648,0 -77.11977,-12.06656,0 -77.11995,-12.06687,0 -77.12031,-12.06752,0 -77.12053,-12.06792,0 -77.12057,-12.06798,0 -77.12061,-12.06804,0 -77.12101,-12.06878,0 -77.12146,-12.06954,0 -77.12148,-12.06959,0 -77.12153,-12.06966,0 -77.12194,-12.07039,0 -77.12239,-12.07118,0 -77.1228,-12.07194,0 -77.12283,-12.07199,0 -77.12286,-12.07204,0 -77.1232,-12.0726,0 -77.12322,-12.07263,0 -77.12324,-12.07267,0 -77.12327,-12.07274,0 -77.12337,-12.07292,0 -77.12338,-12.07294,0 -77.12342,-12.073,0 -77.12346,-12.07308,0 -77.12354,-12.07322,0 -77.12374,-12.07361,0 -77.12353,-12.0737,0"
"Av Sta Rosa 201, Callao 07001, Per̼","Indicaciones de Av Sta Rosa 201, Callao 07001, Per̼ a Cto. de Playas 70, La Perla 07016, Per̼","#icon-ci-4-nodesc","Point","-77.1151543,-12.0504763,0"
"Cto. de Playas 70, La Perla 07016, Per̼","Indicaciones de Av Sta Rosa 201, Callao 07001, Per̼ a Cto. de Playas 70, La Perla 07016, Per̼","#icon-ci-5-nodesc","Point","-77.1235295,-12.0737026,0"
"Indicaciones de Avenida Nestor Gambetta, Ventanilla 07051, Per̼ a Avenida Nestor Gambetta, Callao 07031, Per̼","Indicaciones de Avenida Nestor Gambetta, Ventanilla 07051, Per̼ a Avenida Nestor Gambetta, Callao 07031, Per̼","#line-1267FF-5000-nodesc","LineString","-77.12752,-11.91082,0 -77.1276,-11.91084,0 -77.12765,-11.91086,0 -77.12768,-11.9109,0 -77.1277,-11.91096,0 -77.12771,-11.91105,0 -77.12774,-11.91123,0 -77.12777,-11.91141,0 -77.1278,-11.91159,0 -77.12783,-11.91177,0 -77.12786,-11.91195,0 -77.12786,-11.91198,0 -77.12789,-11.91214,0 -77.12791,-11.91232,0 -77.12794,-11.9125,0 -77.12796,-11.91268,0 -77.12797,-11.91286,0 -77.12798,-11.91303,0 -77.12799,-11.91321,0 -77.12799,-11.91322,0 -77.12801,-11.91339,0 -77.12802,-11.91357,0 -77.12803,-11.91374,0 -77.12805,-11.91392,0 -77.12806,-11.9141,0 -77.12807,-11.91428,0 -77.12808,-11.91446,0 -77.12809,-11.91458,0 -77.12819,-11.91575,0 -77.1282,-11.91583,0 -77.12824,-11.91629,0 -77.1283,-11.91701,0 -77.12836,-11.91763,0 -77.12841,-11.91826,0 -77.12848,-11.9192,0 -77.12851,-11.91958,0 -77.12851,-11.9196,0 -77.12851,-11.91965,0 -77.1285,-11.91969,0 -77.12849,-11.91973,0 -77.12847,-11.91977,0 -77.12847,-11.91978,0 -77.12844,-11.91981,0 -77.12839,-11.91987,0 -77.12822,-11.92004,0 -77.12806,-11.9202,0 -77.12788,-11.92036,0 -77.12784,-11.92041,0 -77.12783,-11.92042,0 -77.12782,-11.92044,0 -77.1278,-11.92047,0 -77.12779,-11.9205,0 -77.12779,-11.92053,0 -77.12778,-11.92056,0 -77.12778,-11.92059,0 -77.12779,-11.92062,0 -77.1278,-11.92077,0 -77.12782,-11.92109,0 -77.12783,-11.92113,0 -77.12784,-11.92126,0 -77.12785,-11.92136,0 -77.12787,-11.92143,0 -77.12789,-11.9215,0 -77.12791,-11.92155,0 -77.12794,-11.9216,0 -77.12798,-11.92164,0 -77.12826,-11.92186,0 -77.12858,-11.92211,0 -77.12868,-11.92222,0 -77.12871,-11.92225,0 -77.12874,-11.92229,0 -77.12876,-11.92232,0 -77.12876,-11.92234,0 -77.12877,-11.92237,0 -77.12878,-11.92242,0 -77.12879,-11.92249,0 -77.1288,-11.92254,0 -77.12882,-11.92272,0 -77.12887,-11.92325,0 -77.12888,-11.92344,0 -77.12894,-11.92416,0 -77.12925,-11.92414,0 -77.12934,-11.92451,0 -77.12936,-11.92465,0 -77.12938,-11.92479,0 -77.12941,-11.92493,0 -77.12943,-11.92507,0 -77.12944,-11.92518,0 -77.12945,-11.92527,0 -77.12947,-11.92541,0 -77.1295,-11.92555,0 -77.12952,-11.92571,0 -77.12954,-11.92589,0 -77.12957,-11.92607,0 -77.1296,-11.92625,0 -77.12963,-11.92642,0 -77.12966,-11.92657,0 -77.12966,-11.9266,0 -77.12969,-11.92675,0 -77.12969,-11.92678,0 -77.12972,-11.92696,0 -77.12975,-11.92714,0 -77.12978,-11.92731,0 -77.12979,-11.92734,0 -77.12981,-11.92749,0 -77.12984,-11.92765,0 -77.12984,-11.92767,0 -77.12987,-11.92784,0 -77.1299,-11.928,0 -77.12991,-11.92802,0 -77.12994,-11.9282,0 -77.12997,-11.92834,0 -77.12998,-11.92837,0 -77.13001,-11.92855,0 -77.13002,-11.92861,0 -77.13003,-11.92873,0 -77.13006,-11.92891,0 -77.13009,-11.92908,0 -77.13009,-11.92909,0 -77.13011,-11.92926,0 -77.13013,-11.92938,0 -77.13013,-11.92944,0 -77.13016,-11.92962,0 -77.13018,-11.9298,0 -77.1302,-11.92998,0 -77.13022,-11.93016,0 -77.13024,-11.93034,0 -77.13025,-11.93043,0 -77.13026,-11.93051,0 -77.13028,-11.93069,0 -77.1303,-11.93087,0 -77.13032,-11.93105,0 -77.13033,-11.93113,0 -77.13039,-11.93159,0 -77.13057,-11.93381,0 -77.13061,-11.93501,0 -77.13063,-11.93586,0 -77.13063,-11.93599,0 -77.13065,-11.93614,0 -77.13084,-11.93612,0 -77.13091,-11.93611,0 -77.13093,-11.93628,0 -77.13095,-11.93646,0 -77.13101,-11.93683,0 -77.13109,-11.9376,0 -77.13111,-11.93788,0 -77.13117,-11.93852,0 -77.13119,-11.93882,0 -77.13121,-11.93899,0 -77.13125,-11.93948,0 -77.13131,-11.94023,0 -77.13134,-11.94084,0 -77.13138,-11.94144,0 -77.13143,-11.942,0 -77.13148,-11.94266,0 -77.13152,-11.94331,0 -77.13153,-11.94342,0 -77.13154,-11.94367,0 -77.13156,-11.94408,0 -77.13157,-11.94427,0 -77.13159,-11.94457,0 -77.1316,-11.94471,0 -77.13161,-11.94485,0 -77.13161,-11.94489,0 -77.13162,-11.94496,0 -77.13162,-11.94498,0 -77.13163,-11.945,0 -77.13164,-11.94508,0 -77.13165,-11.94526,0 -77.13167,-11.94544,0 -77.13167,-11.94557,0 -77.13168,-11.94562,0 -77.13169,-11.9458,0 -77.1317,-11.94598,0 -77.1317,-11.94599,0 -77.1317,-11.94601,0 -77.1317,-11.94605,0 -77.13171,-11.94615,0 -77.13173,-11.94633,0 -77.13174,-11.94651,0 -77.13174,-11.94653,0 -77.13175,-11.94669,0 -77.13177,-11.94687,0 -77.13178,-11.94705,0 -77.13179,-11.94708,0 -77.1318,-11.94723,0 -77.1318,-11.94726,0 -77.13182,-11.9475,0 -77.13183,-11.94765,0 -77.13185,-11.94784,0 -77.13186,-11.94802,0 -77.13187,-11.94816,0 -77.13187,-11.94833,0 -77.13187,-11.94846,0 -77.13186,-11.94864,0 -77.13184,-11.94894,0 -77.13182,-11.94909,0 -77.13178,-11.94932,0 -77.13173,-11.94955,0 -77.13163,-11.94993,0 -77.13153,-11.95025,0 -77.13148,-11.95038,0 -77.13131,-11.95091,0 -77.13114,-11.95142,0 -77.13097,-11.95193,0 -77.1307,-11.95277,0 -77.13065,-11.95293,0 -77.13033,-11.95385,0 -77.12998,-11.95486,0 -77.12974,-11.95563,0 -77.12944,-11.95655,0 -77.12938,-11.95673,0 -77.12928,-11.95701,0 -77.12919,-11.9573,0 -77.12904,-11.95772,0 -77.12887,-11.95816,0 -77.12864,-11.95886,0 -77.12858,-11.95905,0 -77.12857,-11.95909,0 -77.12853,-11.95923,0 -77.12832,-11.9599,0 -77.12817,-11.96036,0 -77.12801,-11.96085,0 -77.12797,-11.96096,0 -77.12762,-11.96196,0 -77.12749,-11.96235,0 -77.12717,-11.96333,0 -77.12711,-11.96349,0 -77.12704,-11.96371,0 -77.1267,-11.96474,0 -77.12654,-11.96526,0 -77.12628,-11.96615,0 -77.1261,-11.96682,0 -77.12609,-11.96688,0 -77.12587,-11.96802,0 -77.12585,-11.96809,0 -77.12581,-11.96826,0 -77.12577,-11.96843,0 -77.12573,-11.96861,0 -77.12569,-11.96877,0 -77.12565,-11.96894,0 -77.12561,-11.96911,0 -77.12558,-11.96925,0 -77.12558,-11.96929,0 -77.12555,-11.96946,0 -77.12553,-11.96967,0 -77.12551,-11.96977,0 -77.1255,-11.96987,0 -77.12548,-11.96995,0 -77.12545,-11.97013,0 -77.12542,-11.97031,0 -77.12539,-11.97048,0 -77.12536,-11.97066,0 -77.12533,-11.97084,0 -77.12533,-11.97086,0 -77.12531,-11.97102,0 -77.12528,-11.97119,0 -77.12523,-11.97158,0 -77.12523,-11.97164,0 -77.12519,-11.97213,0 -77.12518,-11.97217,0 -77.12511,-11.97312,0 -77.12511,-11.97316,0"
"Avenida Nestor Gambetta, Ventanilla 07051, Per̼","Indicaciones de Avenida Nestor Gambetta, Ventanilla 07051, Per̼ a Avenida Nestor Gambetta, Callao 07031, Per̼","#icon-ci-4-nodesc","Point","-77.1275244,-11.9108215,0"
"Avenida Nestor Gambetta, Callao 07031, Per̼","Indicaciones de Avenida Nestor Gambetta, Ventanilla 07051, Per̼ a Avenida Nestor Gambetta, Callao 07031, Per̼","#icon-ci-5-nodesc","Point","-77.1251106,-11.9731637,0"
"Indicaciones de Avenida Nestor Gambetta, Callao 07031, Per̼ a Avenida Elmer Faucett, Callao 07031, Per̼","Indicaciones de Avenida Nestor Gambetta, Callao 07031, Per̼ a Avenida Elmer Faucett, Callao 07031, Per̼","#line-1267FF-5000-nodesc","LineString","-77.1249,-11.97435,0 -77.1249,-11.97456,0 -77.12489,-11.97492,0 -77.12489,-11.97494,0 -77.12489,-11.9751,0 -77.12489,-11.97537,0 -77.12489,-11.97566,0 -77.12488,-11.97592,0 -77.12487,-11.97596,0 -77.12496,-11.97759,0 -77.12497,-11.97778,0 -77.12498,-11.97805,0 -77.12501,-11.97874,0 -77.12508,-11.98038,0 -77.12509,-11.98054,0 -77.12512,-11.98116,0 -77.12513,-11.98225,0 -77.12517,-11.98269,0 -77.12519,-11.98296,0 -77.12521,-11.98343,0 -77.12529,-11.98513,0 -77.12531,-11.98554,0 -77.12534,-11.98715,0 -77.12534,-11.98732,0 -77.12537,-11.98871,0 -77.12538,-11.98894,0 -77.12559,-11.98899,0 -77.1256,-11.98916,0 -77.12561,-11.98932,0 -77.12563,-11.98949,0 -77.12564,-11.98965,0 -77.12564,-11.98974,0 -77.1257,-11.99114,0 -77.12577,-11.99237,0 -77.1258,-11.99283,0 -77.12586,-11.99329,0 -77.12591,-11.99365,0 -77.12597,-11.99401,0 -77.126,-11.99443,0 -77.12604,-11.99499,0 -77.12626,-11.9965,0 -77.12626,-11.99656,0 -77.12626,-11.9966,0 -77.12626,-11.99664,0 -77.12623,-11.99674,0 -77.12623,-11.99682,0 -77.12615,-11.99701,0 -77.12611,-11.9971,0 -77.12607,-11.99718,0 -77.126,-11.9973,0 -77.12591,-11.99741,0 -77.12581,-11.99752,0"
"Avenida Nestor Gambetta, Callao 07031, Per̼","Indicaciones de Avenida Nestor Gambetta, Callao 07031, Per̼ a Avenida Elmer Faucett, Callao 07031, Per̼","#icon-ci-4-nodesc","Point","-77.1248997,-11.9743473,0"
"Avenida Elmer Faucett, Callao 07031, Per̼","Indicaciones de Avenida Nestor Gambetta, Callao 07031, Per̼ a Avenida Elmer Faucett, Callao 07031, Per̼","#icon-ci-5-nodesc","Point","-77.1258065,-11.9975151,0"
"Indicaciones de 51, Callao 07031, Per̼ a 2VMG+592, C. 2, Callao 07031, Per̼","Indicaciones de 51, Callao 07031, Per̼ a 2VMG+592, C. 2, Callao 07031, Per̼","#line-1267FF-5000-nodesc","LineString","-77.11492,-11.97945,0 -77.11483,-11.97943,0 -77.1149,-11.97912,0 -77.11494,-11.979,0 -77.11498,-11.97889,0 -77.11503,-11.97878,0 -77.11513,-11.97858,0 -77.11538,-11.97817,0 -77.11563,-11.97776,0 -77.11582,-11.97746,0 -77.11591,-11.97732,0 -77.11596,-11.97724,0 -77.11606,-11.97708,0 -77.11626,-11.97673,0 -77.1165,-11.97632,0 -77.11657,-11.97618,0 -77.11682,-11.97573,0 -77.11689,-11.97563,0 -77.11691,-11.9756,0 -77.11696,-11.97552,0 -77.11698,-11.97549,0 -77.11702,-11.97542,0 -77.11706,-11.97533,0 -77.11736,-11.97484,0 -77.11758,-11.97443,0 -77.11762,-11.97436,0 -77.11788,-11.97392,0 -77.11766,-11.97365,0 -77.11792,-11.97343,0 -77.11793,-11.97342,0 -77.11808,-11.97331,0 -77.11809,-11.97331,0 -77.11809,-11.9733,0 -77.11821,-11.9732,0 -77.11841,-11.97303,0 -77.11849,-11.97294,0 -77.11855,-11.97287,0 -77.11861,-11.97279,0 -77.11878,-11.97251,0 -77.11892,-11.97228,0 -77.11903,-11.97209,0 -77.11913,-11.97189,0 -77.11918,-11.97179,0 -77.11924,-11.97164,0 -77.11928,-11.97144,0 -77.1193,-11.97127,0 -77.11932,-11.9712,0 -77.11933,-11.97108,0 -77.11935,-11.97096,0 -77.11935,-11.97091,0 -77.11936,-11.97088,0 -77.11937,-11.97082,0 -77.1194,-11.97072,0 -77.11942,-11.97069,0 -77.11941,-11.97066,0 -77.11941,-11.97063,0 -77.11941,-11.9706,0 -77.11943,-11.97049,0 -77.11946,-11.9704,0 -77.11967,-11.9699,0 -77.11982,-11.96952,0 -77.1199,-11.96936,0 -77.12006,-11.96908,0 -77.1201,-11.96901,0 -77.12018,-11.9689,0 -77.12029,-11.96876,0 -77.12066,-11.96838,0 -77.12098,-11.96805,0 -77.12127,-11.96777,0 -77.12129,-11.96775,0 -77.12141,-11.96767,0 -77.12164,-11.96742,0 -77.12211,-11.96685,0 -77.1223,-11.96661,0 -77.1223,-11.9666,0 -77.1223,-11.96659,0 -77.1223,-11.96658,0 -77.1223,-11.96657,0 -77.1223,-11.96656,0 -77.1223,-11.96655,0 -77.12231,-11.96655,0 -77.12231,-11.96654,0 -77.12231,-11.96653,0 -77.12232,-11.96653,0 -77.12232,-11.96652,0 -77.12233,-11.96652,0 -77.12233,-11.96651,0 -77.12234,-11.96651,0 -77.12235,-11.9665,0 -77.12236,-11.9665,0 -77.12237,-11.9665,0 -77.12237,-11.96649,0 -77.12238,-11.96649,0 -77.12239,-11.96649,0 -77.1224,-11.96649,0 -77.12241,-11.9665,0 -77.12242,-11.9665,0 -77.12243,-11.9665,0 -77.12243,-11.96651,0 -77.12244,-11.96651,0 -77.12245,-11.96651,0 -77.12245,-11.96652,0 -77.12246,-11.96652,0 -77.12246,-11.96653,0 -77.12246,-11.96654,0 -77.12247,-11.96654,0 -77.12247,-11.96655,0 -77.12247,-11.96656,0 -77.12247,-11.96657,0 -77.12248,-11.96657,0 -77.12248,-11.96658,0 -77.12248,-11.96659,0 -77.12247,-11.96659,0 -77.12247,-11.9666,0 -77.12247,-11.96661,0 -77.12247,-11.96662,0 -77.12246,-11.96662,0 -77.12246,-11.96663,0 -77.12245,-11.96664,0 -77.12257,-11.96669,0 -77.12311,-11.96684,0 -77.12346,-11.96696,0 -77.12383,-11.96709,0"
"51, Callao 07031, Per̼","Indicaciones de 51, Callao 07031, Per̼ a 2VMG+592, C. 2, Callao 07031, Per̼","#icon-ci-6-nodesc","Point","-77.1149159,-11.9794494,0"
"2VMG+592, C. 2, Callao 07031, Per̼","Indicaciones de 51, Callao 07031, Per̼ a 2VMG+592, C. 2, Callao 07031, Per̼","#icon-ci-7-nodesc","Point","-77.1238313,-11.9670904,0"
"Indicaciones de 2VMG+592, C. 2, Callao 07031, Per̼ a 2VJF+QRQ, Callao 07031, Per̼","Indicaciones de 2VMG+592, C. 2, Callao 07031, Per̼ a 2VJF+QRQ, Callao 07031, Per̼","#line-1267FF-5000-nodesc","LineString","-77.12412,-11.96718,0 -77.12424,-11.96721,0 -77.12464,-11.96735,0 -77.125,-11.96747,0 -77.12518,-11.96753,0 -77.12536,-11.96759,0 -77.12554,-11.96766,0 -77.12556,-11.96766,0 -77.12556,-11.96765,0 -77.12559,-11.96752,0"
"2VMG+592, C. 2, Callao 07031, Per̼","Indicaciones de 2VMG+592, C. 2, Callao 07031, Per̼ a 2VJF+QRQ, Callao 07031, Per̼","#icon-ci-6-nodesc","Point","-77.124118,-11.9671768,0"
"2VJF+QRQ, Callao 07031, Per̼","Indicaciones de 2VMG+592, C. 2, Callao 07031, Per̼ a 2VJF+QRQ, Callao 07031, Per̼","#icon-ci-7-nodesc","Point","-77.1255893,-11.9675163,0"
